paper_id,author_id,author_name,variant,variant_priority,variant_coverage,author_count,institution_candidate,candidate_score,first_page_text_path,source_url
AAAI-2017-P0001,AAAI-2017-A000001,Ji Feng,symbol,1,0,2,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0001,AAAI-2017-A000002,Zhi-Hua Zhou,symbol,1,0,2,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0001,AAAI-2017-A000001,Ji Feng,stacked,2,2,2,"National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing , China Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing , China",10,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0001,AAAI-2017-A000002,Zhi-Hua Zhou,stacked,2,2,2,"National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing , China Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing , China",10,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0001,AAAI-2017-A000001,Ji Feng,shared,3,2,2,"National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing , China Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing , China",10,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0001,AAAI-2017-A000002,Zhi-Hua Zhou,shared,3,2,2,"National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing , China Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing , China",10,data/raw/aaai/2017/first_pages/AAAI-2017-P0001.txt,https://cdn.aaai.org/ojs/10890/10890-13-14418-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000003,Aristide Tossou,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000004,Christos Dimitrakakis,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000005,Devdatt Dubhashi,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000003,Aristide Tossou,shared,3,3,3,Chalmers University of Technology,2,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000004,Christos Dimitrakakis,shared,3,3,3,Chalmers University of Technology,2,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0002,AAAI-2017-A000005,Devdatt Dubhashi,shared,3,3,3,Chalmers University of Technology,2,data/raw/aaai/2017/first_pages/AAAI-2017-P0002.txt,https://cdn.aaai.org/ojs/10897/10897-13-14425-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000006,Tameem Adel,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000007,Han Zhao,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000008,Alexander Wong,stacked,2,0,3,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000006,Tameem Adel,shared,3,3,3,"University of Manchester, UK",4,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000007,Han Zhao,shared,3,3,3,"University of Manchester, UK",4,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0003,AAAI-2017-A000008,Alexander Wong,shared,3,3,3,"University of Manchester, UK",4,data/raw/aaai/2017/first_pages/AAAI-2017-P0003.txt,https://cdn.aaai.org/ojs/10898/10898-13-14426-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000009,Xinwang Liu,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000010,Sihang Zhou,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000011,Yueqing Wang,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000012,Miaomiao Li,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000013,Yong Dou,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000014,En Zhu,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0004,AAAI-2017-A000015,Jianping Yin,shared,3,7,7,"School of Computer, National University of Defense Technology, Changsha, China, Lu et al. ). This category has received intensive attention during the past few years, and progress continues being made along this line of research (Gönen and Margolin ; Du et al. ; Liu et al. ; Li et al. ). In (Gönen and Margolin ), the kernel combination weights are allowed to adaptively change with respect to samples to better capture their individual characteristics. By replacing the squared error in k-means with an",-3,data/raw/aaai/2017/first_pages/AAAI-2017-P0004.txt,https://cdn.aaai.org/ojs/10895/10895-13-14423-1-2-20201228.pdf
AAAI-2017-P0005,AAAI-2017-A000016,Aristide Tossou,stacked,2,0,2,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0005.txt,https://cdn.aaai.org/ojs/10896/10896-13-14424-1-2-20201228.pdf
AAAI-2017-P0005,AAAI-2017-A000017,Christos Dimitrakakis,stacked,2,0,2,UNKNOWN,-1000,data/raw/aaai/2017/first_pages/AAAI-2017-P0005.txt,https://cdn.aaai.org/ojs/10896/10896-13-14424-1-2-20201228.pdf
AAAI-2017-P0005,AAAI-2017-A000016,Aristide Tossou,shared,3,2,2,Chalmers University of Technology,2,data/raw/aaai/2017/first_pages/AAAI-2017-P0005.txt,https://cdn.aaai.org/ojs/10896/10896-13-14424-1-2-20201228.pdf
AAAI-2017-P0005,AAAI-2017-A000017,Christos Dimitrakakis,shared,3,2,2,Chalmers University of Technology,2,data/raw/aaai/2017/first_pages/AAAI-2017-P0005.txt,https://cdn.aaai.org/ojs/10896/10896-13-14424-1-2-20201228.pdf
AAAI-2017-P0006,AAAI-2017-A000018,Xinwang Liu,shared,3,6,6,"School of Computer National University of Defense Technology Changsha, China, one, the work in (Du et al. ) develops a robust multiple kernel k-means (MKKM) algorithm that simultaneously ﬁnds the best clustering labels and the optimal combination of kernels. Observing that existing MKKM algorithms do not sufﬁciently consider the correlation among base kernels, the work in (Liu et al. ) designs a matrixinduced regularization to reduce the redundancy and enhance the diversity of the selected kernels. These algorithms have been applied to various applications and demonstrated attractive clustering performance (Yu et al. ; Gönen and Margolin ).",2,data/raw/aaai/2017/first_pages/AAAI-2017-P0006.txt,https://cdn.aaai.org/ojs/10893/10893-13-14421-1-2-20201228.pdf
AAAI-2017-P0006,AAAI-2017-A000019,Miaomiao Li,shared,3,6,6,"School of Computer National University of Defense Technology Changsha, China, one, the work in (Du et al. ) develops a robust multiple kernel k-means (MKKM) algorithm that simultaneously ﬁnds the best clustering labels and the optimal combination of kernels. Observing that existing MKKM algorithms do not sufﬁciently consider the correlation among base kernels, the work in (Liu et al. ) designs a matrixinduced regularization to reduce the redundancy and enhance the diversity of the selected kernels. These algorithms have been applied to various applications and demonstrated attractive clustering performance (Yu et al. ; Gönen and Margolin ).",2,data/raw/aaai/2017/first_pages/AAAI-2017-P0006.txt,https://cdn.aaai.org/ojs/10893/10893-13-14421-1-2-20201228.pdf
AAAI-2017-P0006,AAAI-2017-A000020,Lei Wang,shared,3,6,6,"School of Computer National University of Defense Technology Changsha, China, one, the work in (Du et al. ) develops a robust multiple kernel k-means (MKKM) algorithm that simultaneously ﬁnds the best clustering labels and the optimal combination of kernels. Observing that existing MKKM algorithms do not sufﬁciently consider the correlation among base kernels, the work in (Liu et al. ) designs a matrixinduced regularization to reduce the redundancy and enhance the diversity of the selected kernels. These algorithms have been applied to various applications and demonstrated attractive clustering performance (Yu et al. ; Gönen and Margolin ).",2,data/raw/aaai/2017/first_pages/AAAI-2017-P0006.txt,https://cdn.aaai.org/ojs/10893/10893-13-14421-1-2-20201228.pdf
AAAI-2017-P0006,AAAI-2017-A000021,Yong Dou,shared,3,6,6,"School of Computer National University of Defense Technology Changsha, China, one, the work in (Du et al. ) develops a robust multiple kernel k-means (MKKM) algorithm that simultaneously ﬁnds the best clustering labels and the optimal combination of kernels. Observing that existing MKKM algorithms do not sufﬁciently consider the correlation among base kernels, the work in (Liu et al. ) designs a matrixinduced regularization to reduce the redundancy and enhance the diversity of the selected kernels. These algorithms have been applied to various applications and demonstrated attractive clustering performance (Yu et al. ; Gönen and Margolin ).",2,data/raw/aaai/2017/first_pages/AAAI-2017-P0006.txt,https://cdn.aaai.org/ojs/10893/10893-13-14421-1-2-20201228.pdf
AAAI-2017-P0006,AAAI-2017-A000022,Jianping Yin,shared,3,6,6,"School of Computer National University of Defense Technology Changsha, China, one, the work in (Du et al. ) develops a robust multiple kernel k-means (MKKM) algorithm that simultaneously ﬁnds the best clustering labels and the optimal combination of kernels. Observing that existing MKKM algorithms do not sufﬁciently consider the correlation among base kernels, the work in (Liu et al. ) designs a matrixinduced regularization to reduce the redundancy and enhance the diversity of the selected kernels. These algorithms have been applied to various applications and demonstrated attractive clustering performance (Yu et al. ; Gönen and Margolin ).",2,data/raw/aaai/2017/first_pages/AAAI-2017-P0006.txt,https://cdn.aaai.org/ojs/10893/10893-13-14421-1-2-20201228.pdf
